dow,is_weekend,hour_sin,hour_cos,hour_sin2,hour_cos2,occ_now,occ_lag_5,occ_lag_10,occ_lag_15,occ_lag_30,occ_lag_60,occ_roll_15,occ_roll_30,occ_roll_60,occ_roll_120,occ_roll_180,occ_delta_5,occ_delta_15,occ_delta_30,occ_delta_60,capacity,temperature_2m,precipitation,wind_speed_10m,is_rain
3,0,-0.25881904,0.9659258,-0.5,0.8660254,0.18518518,0.14814815,0.18518518,0.18518518,0.14814815,0.14814815,0.17283951,0.16666666,0.1574074,0.27160493,0.32510287,0.03703703,0.0,0.03703703,0.03703703,27.0,17.0,0.0,10.7,0
